date,employee_id,project_id,hours_logged,activity_type,task,hourly_cost_eur
2026-02-13,E015,P004,2.7,billable,Ops/Admin,28.94
2026-02-16,E015,P006,2.2,non_billable,Analysis,28.94
2026-02-16,E015,P004,4.7,billable,Design,28.94
2026-02-17,E015,P011,2.5,non_billable,Implementation,28.94
2026-02-17,E015,P012,4.9,billable,Ops/Admin,28.94
2026-02-18,E015,P002,2.6,non_billable,Ops/Admin,28.94
2026-02-18,E015,P007,1.3,billable,Client Meeting,28.94
2026-02-18,E015,P007,1.6,billable,Implementation,28.94
2026-02-19,E015,P004,2.6,billable,Research,28.94
2026-02-19,E015,P006,2.7,billable,Documentation,28.94
2026-02-19,E015,P006,2.7,billable,Research,28.94
2026-02-20,E015,P011,2.1,non_billable,Sales/Prospecting,28.94
2026-02-20,E015,P011,5.3,billable,Client Meeting,28.94
2026-02-23,E015,P007,4.0,non_billable,Design,28.94
2026-02-23,E015,P012,1.9,non_billable,Ops/Admin,28.94
2026-02-23,E015,P004,2.1,billable,Sales/Prospecting,28.94
2026-02-24,E015,P009,3.4,billable,Project Management,28.94
2026-02-24,E015,P009,2.9,billable,Design,28.94
2026-02-25,E015,P006,3.6,billable,QA/Testing,28.94
2026-02-25,E015,P012,4.0,billable,Analysis,28.94
2026-02-26,E015,P002,2.5,billable,Research,28.94
2026-02-26,E015,P012,2.1,billable,Implementation,28.94
2026-02-26,E015,P009,1.7,billable,Research,28.94
2026-02-27,E015,P002,2.8,non_billable,Client Meeting,28.94
2026-02-27,E015,P001,1.6,billable,Ops/Admin,28.94
2026-02-27,E015,P007,3.6,non_billable,Analysis,28.94
2026-03-02,E015,P012,3.7,billable,QA/Testing,28.94
2026-03-02,E015,P009,0.9,billable,Ops/Admin,28.94
2026-03-02,E015,INTERNAL,2.2,non_billable,Documentation,28.94
2026-03-03,E015,P004,3.5,non_billable,Analysis,28.94
2026-03-03,E015,P002,1.6,billable,QA/Testing,28.94
2026-03-03,E015,P001,2.2,billable,Documentation,28.94
2026-03-04,E015,P004,3.6,billable,QA/Testing,28.94
2026-03-04,E015,P004,1.5,billable,Ops/Admin,28.94
2026-03-04,E015,P009,2.9,billable,Research,28.94
2026-03-05,E015,P012,3.0,billable,Client Meeting,28.94
2026-03-05,E015,P006,5.0,billable,Design,28.94
2026-03-06,E015,P005,2.7,billable,Implementation,28.94
2026-03-06,E015,P002,2.2,billable,Research,28.94
2026-03-06,E015,P001,2.5,billable,Sales/Prospecting,28.94
2026-03-09,E015,INTERNAL,2.3,non_billable,Analysis,28.94
2026-03-09,E015,P009,2.4,billable,Sales/Prospecting,28.94
2026-03-09,E015,P004,2.4,non_billable,Sales/Prospecting,28.94
2026-03-10,E015,INTERNAL,3.7,non_billable,Client Meeting,28.94
2026-03-10,E015,P002,4.3,non_billable,Design,28.94
2026-03-11,E015,P007,3.2,non_billable,Ops/Admin,28.94
2026-03-11,E015,P009,4.8,billable,Implementation,28.94
2026-03-12,E015,P007,3.2,billable,Project Management,28.94
2026-03-12,E015,P011,4.8,non_billable,Research,28.94
2026-03-13,E015,P006,2.9,non_billable,Implementation,28.94
2026-03-13,E015,P002,4.8,billable,Documentation,28.94
2026-03-16,E015,P002,3.3,non_billable,Design,28.94
2026-03-16,E015,P007,1.6,billable,Project Management,28.94
2026-03-16,E015,P002,2.4,billable,Project Management,28.94
2026-03-17,E015,P002,2.1,billable,Client Meeting,28.94
2026-03-17,E015,P006,4.3,non_billable,QA/Testing,28.94
2026-03-18,E015,P006,2.1,billable,Project Management,28.94
2026-03-18,E015,INTERNAL,5.9,non_billable,Ops/Admin,28.94
2026-03-19,E015,P009,2.2,billable,Design,28.94
2026-03-19,E015,P002,1.0,billable,Research,28.94
2026-03-19,E015,P009,3.1,billable,Implementation,28.94
2026-03-20,E015,P004,3.5,non_billable,Analysis,28.94
2026-03-20,E015,P012,4.2,billable,Design,28.94
2026-03-23,E015,P007,2.8,billable,Sales/Prospecting,28.94
2026-03-23,E015,P011,3.4,non_billable,Research,28.94
2026-03-24,E015,P006,1.7,non_billable,Implementation,28.94
2026-03-24,E015,P004,2.7,non_billable,Design,28.94
2026-03-24,E015,P009,2.3,non_billable,QA/Testing,28.94
2026-03-25,E015,P007,3.9,billable,Ops/Admin,28.94
2026-03-25,E015,P011,1.2,billable,Design,28.94
2026-03-25,E015,P012,2.2,billable,Documentation,28.94
2026-03-26,E015,P004,4.4,billable,QA/Testing,28.94
2026-03-26,E015,P012,3.6,billable,Implementation,28.94
2026-03-27,E015,P006,3.2,non_billable,QA/Testing,28.94
2026-03-27,E015,P002,1.7,billable,Design,28.94
2026-03-27,E015,P007,2.0,billable,Research,28.94
2026-03-30,E015,P006,2.2,billable,Client Meeting,28.94
2026-03-30,E015,P009,5.2,billable,Implementation,28.94
2026-03-31,E015,P009,4.3,billable,Research,28.94
2026-03-31,E015,P007,1.4,billable,Documentation,28.94
2026-03-31,E015,P007,2.2,billable,Sales/Prospecting,28.94
2025-10-01,E016,P007,2.7,billable,QA/Testing,68.47
2025-10-02,E016,P006,2.0,billable,QA/Testing,68.47
2025-10-03,E016,INTERNAL,1.8,non_billable,QA/Testing,68.47
2025-10-03,E016,INTERNAL,0.6,non_billable,Research,68.47
2025-10-03,E016,P009,1.6,billable,Analysis,68.47
2025-10-06,E016,INTERNAL,1.5,non_billable,QA/Testing,68.47
2025-10-06,E016,P009,2.5,non_billable,Client Meeting,68.47
2025-10-07,E016,INTERNAL,1.3,non_billable,QA/Testing,68.47
2025-10-07,E016,P007,2.7,non_billable,Client Meeting,68.47
2025-10-08,E016,P009,1.3,non_billable,Sales/Prospecting,68.47
2025-10-08,E016,INTERNAL,0.8,non_billable,Sales/Prospecting,68.47
2025-10-08,E016,INTERNAL,1.9,non_billable,QA/Testing,68.47
2025-10-09,E016,INTERNAL,1.0,non_billable,Design,68.47
2025-10-09,E016,INTERNAL,1.4,non_billable,Client Meeting,68.47
2025-10-09,E016,P007,1.2,non_billable,Design,68.47
2025-10-10,E016,P002,2.7,non_billable,Ops/Admin,68.47
2025-10-13,E016,P009,1.8,non_billable,Research,68.47
2025-10-13,E016,INTERNAL,2.2,non_billable,Design,68.47
2025-10-14,E016,P004,1.9,non_billable,Client Meeting,68.47
2025-10-14,E016,P012,2.1,non_billable,Sales/Prospecting,68.47
2025-10-15,E016,P003,1.5,billable,Ops/Admin,68.47
2025-10-15,E016,INTERNAL,2.5,non_billable,Implementation,68.47
2025-10-16,E016,INTERNAL,0.8,non_billable,Client Meeting,68.47
2025-10-16,E016,P012,2.5,non_billable,Project Management,68.47
2025-10-17,E016,INTERNAL,1.6,non_billable,Client Meeting,68.47
2025-10-17,E016,INTERNAL,1.6,non_billable,Design,68.47
2025-10-20,E016,INTERNAL,1.5,non_billable,Documentation,68.47
2025-10-20,E016,P004,2.5,non_billable,Analysis,68.47
2025-10-21,E016,P007,1.9,billable,Sales/Prospecting,68.47
2025-10-21,E016,P004,2.1,non_billable,QA/Testing,68.47
2025-10-22,E016,P008,2.0,non_billable,Sales/Prospecting,68.47
2025-10-22,E016,P004,0.9,non_billable,Analysis,68.47
2025-10-22,E016,P011,1.1,billable,Ops/Admin,68.47
2025-10-23,E016,P011,1.0,non_billable,Design,68.47
2025-10-23,E016,P003,2.9,non_billable,Ops/Admin,68.47
2025-10-24,E016,P011,2.3,non_billable,QA/Testing,68.47
2025-10-27,E016,P009,1.0,non_billable,Research,68.47
2025-10-27,E016,INTERNAL,2.9,non_billable,Research,68.47
2025-10-28,E016,INTERNAL,2.2,non_billable,Design,68.47
2025-10-28,E016,P011,1.8,non_billable,Design,68.47
2025-10-30,E016,INTERNAL,1.7,non_billable,Design,68.47
2025-10-30,E016,P011,2.3,non_billable,Project Management,68.47
2025-10-31,E016,P006,1.0,non_billable,Documentation,68.47
2025-10-31,E016,P009,0.6,non_billable,Sales/Prospecting,68.47
2025-10-31,E016,INTERNAL,1.6,non_billable,Sales/Prospecting,68.47
2025-11-03,E016,INTERNAL,1.5,non_billable,QA/Testing,68.47
2025-11-03,E016,INTERNAL,2.1,non_billable,QA/Testing,68.47
2025-11-04,E016,P012,1.9,non_billable,Documentation,68.47
2025-11-04,E016,P004,0.9,non_billable,Research,68.47
2025-11-04,E016,P004,0.9,non_billable,QA/Testing,68.47
2025-11-05,E016,INTERNAL,1.9,non_billable,Design,68.47
2025-11-05,E016,P002,2.0,non_billable,Analysis,68.47
2025-11-06,E016,INTERNAL,2.4,non_billable,Sales/Prospecting,68.47
2025-11-07,E016,P003,1.2,non_billable,Analysis,68.47
2025-11-07,E016,INTERNAL,1.9,non_billable,QA/Testing,68.47
2025-11-10,E016,P002,1.7,non_billable,Project Management,68.47
2025-11-10,E016,P007,2.3,non_billable,Design,68.47
2025-11-11,E016,P011,2.2,non_billable,Research,68.47
2025-11-11,E016,P009,1.8,non_billable,Sales/Prospecting,68.47
2025-11-12,E016,P001,2.0,non_billable,Documentation,68.47
2025-11-12,E016,INTERNAL,2.0,non_billable,Ops/Admin,68.47
2025-11-13,E016,INTERNAL,1.3,non_billable,Implementation,68.47
2025-11-13,E016,INTERNAL,2.1,non_billable,Research,68.47
2025-11-14,E016,P007,1.6,billable,Ops/Admin,68.47
2025-11-14,E016,INTERNAL,1.3,non_billable,Sales/Prospecting,68.47
2025-11-14,E016,P012,1.1,non_billable,Ops/Admin,68.47
2025-11-17,E016,INTERNAL,1.3,non_billable,Research,68.47
2025-11-17,E016,P011,2.2,non_billable,QA/Testing,68.47
2025-11-18,E016,P011,1.5,non_billable,Implementation,68.47
2025-11-18,E016,P007,1.1,billable,Research,68.47
2025-11-18,E016,INTERNAL,1.4,non_billable,Client Meeting,68.47
2025-11-19,E016,INTERNAL,1.2,non_billable,Documentation,68.47
2025-11-19,E016,P006,1.2,non_billable,Ops/Admin,68.47
2025-11-19,E016,P002,1.5,non_billable,Analysis,68.47
2025-11-20,E016,INTERNAL,2.1,non_billable,Design,68.47
2025-11-21,E016,INTERNAL,1.3,non_billable,Sales/Prospecting,68.47
2025-11-21,E016,P004,2.7,non_billable,Client Meeting,68.47
2025-11-24,E016,INTERNAL,1.2,non_billable,Sales/Prospecting,68.47
2025-11-24,E016,P011,2.2,non_billable,Client Meeting,68.47
2025-11-25,E016,P006,2.9,non_billable,Project Management,68.47
2025-11-26,E016,P002,1.4,non_billable,Ops/Admin,68.47
2025-11-26,E016,INTERNAL,2.0,non_billable,Client Meeting,68.47
2025-11-27,E016,INTERNAL,2.1,non_billable,Research,68.47
2025-11-27,E016,INTERNAL,1.9,non_billable,Sales/Prospecting,68.47
2025-11-28,E016,INTERNAL,1.7,non_billable,Sales/Prospecting,68.47
2025-11-28,E016,P002,2.3,non_billable,QA/Testing,68.47
2025-12-01,E016,P009,1.6,non_billable,Design,68.47
2025-12-01,E016,P002,1.2,non_billable,Design,68.47
2025-12-01,E016,INTERNAL,1.2,non_billable,Project Management,68.47
2025-12-03,E016,P009,1.5,non_billable,Analysis,68.47
2025-12-03,E016,P007,2.5,non_billable,Project Management,68.47
2025-12-04,E016,P011,1.0,non_billable,Implementation,68.47
2025-12-04,E016,P006,3.0,non_billable,Documentation,68.47
2025-12-05,E016,P002,2.8,non_billable,Documentation,68.47
2025-12-08,E016,P007,1.9,non_billable,Sales/Prospecting,68.47
2025-12-08,E016,INTERNAL,1.8,non_billable,Ops/Admin,68.47
2025-12-09,E016,INTERNAL,1.3,non_billable,Design,68.47
2025-12-09,E016,P004,2.7,non_billable,Research,68.47
2025-12-10,E016,P004,2.8,non_billable,Design,68.47
2025-12-11,E016,INTERNAL,1.7,non_billable,Implementation,68.47
2025-12-11,E016,P006,1.5,non_billable,Research,68.47
2025-12-12,E016,P007,1.5,non_billable,Sales/Prospecting,68.47
2025-12-12,E016,INTERNAL,2.0,non_billable,Ops/Admin,68.47
2025-12-15,E016,P002,0.9,non_billable,Documentation,68.47
2025-12-15,E016,INTERNAL,1.0,non_billable,QA/Testing,68.47
2025-12-15,E016,INTERNAL,1.6,non_billable,Ops/Admin,68.47
2025-12-16,E016,P006,2.4,non_billable,Ops/Admin,68.47
2025-12-17,E016,P007,1.3,non_billable,Sales/Prospecting,68.47
2025-12-17,E016,P010,0.9,non_billable,Implementation,68.47
2025-12-17,E016,P012,1.8,non_billable,Analysis,68.47
2025-12-18,E016,INTERNAL,2.4,non_billable,Project Management,68.47
2025-12-19,E016,P011,1.9,non_billable,Ops/Admin,68.47
2025-12-19,E016,P006,2.1,non_billable,Sales/Prospecting,68.47
2025-12-22,E016,P002,1.2,non_billable,Ops/Admin,68.47
2025-12-22,E016,P007,0.9,non_billable,Sales/Prospecting,68.47
2025-12-22,E016,INTERNAL,1.9,non_billable,Implementation,68.47
2025-12-23,E016,P007,1.8,billable,Sales/Prospecting,68.47
2025-12-23,E016,INTERNAL,2.2,non_billable,Implementation,68.47
2025-12-24,E016,INTERNAL,1.3,non_billable,QA/Testing,68.47
2025-12-24,E016,P006,1.8,non_billable,QA/Testing,68.47
2025-12-25,E016,P009,1.4,billable,Research,68.47
2025-12-25,E016,P011,2.6,non_billable,Project Management,68.47
2025-12-26,E016,INTERNAL,1.4,non_billable,Implementation,68.47
2025-12-29,E016,P008,1.6,non_billable,Design,68.47
2025-12-29,E016,P004,2.4,non_billable,QA/Testing,68.47
2025-12-30,E016,P012,1.2,non_billable,Research,68.47
2025-12-30,E016,INTERNAL,1.1,non_billable,Ops/Admin,68.47
2025-12-30,E016,P004,1.7,non_billable,Sales/Prospecting,68.47
2025-12-31,E016,INTERNAL,1.9,non_billable,Project Management,68.47
2025-12-31,E016,P006,2.0,non_billable,Sales/Prospecting,68.47
2026-01-01,E016,INTERNAL,1.6,non_billable,Design,68.47
2026-01-01,E016,INTERNAL,0.7,non_billable,Documentation,68.47
2026-01-01,E016,INTERNAL,1.7,non_billable,Sales/Prospecting,68.47
2026-01-02,E016,INTERNAL,1.2,non_billable,Sales/Prospecting,68.47
2026-01-02,E016,P007,2.2,billable,QA/Testing,68.47
2026-01-05,E016,INTERNAL,1.2,non_billable,Implementation,68.47
2026-01-05,E016,P011,2.8,non_billable,Ops/Admin,68.47
2026-01-06,E016,P007,1.7,non_billable,Design,68.47
2026-01-06,E016,P007,2.2,non_billable,Research,68.47
2026-01-07,E016,P002,1.2,non_billable,Research,68.47
2026-01-07,E016,P011,2.8,billable,Implementation,68.47
2026-01-08,E016,INTERNAL,1.3,non_billable,QA/Testing,68.47
2026-01-08,E016,INTERNAL,2.7,non_billable,Client Meeting,68.47
2026-01-09,E016,P012,1.8,non_billable,Sales/Prospecting,68.47
2026-01-09,E016,INTERNAL,1.1,non_billable,Project Management,68.47
2026-01-09,E016,P011,1.1,non_billable,QA/Testing,68.47
2026-01-12,E016,INTERNAL,1.4,non_billable,Client Meeting,68.47
2026-01-12,E016,INTERNAL,2.2,non_billable,Documentation,68.47
2026-01-13,E016,INTERNAL,2.8,non_billable,QA/Testing,68.47
2026-01-14,E016,INTERNAL,1.9,non_billable,QA/Testing,68.47
2026-01-14,E016,P007,1.9,non_billable,Research,68.47
2026-01-15,E016,INTERNAL,2.7,non_billable,Project Management,68.47
2026-01-16,E016,INTERNAL,1.3,non_billable,Documentation,68.47
2026-01-16,E016,P002,0.8,non_billable,QA/Testing,68.47
2026-01-16,E016,INTERNAL,1.3,non_billable,Sales/Prospecting,68.47
2026-01-19,E016,P004,2.1,non_billable,QA/Testing,68.47
2026-01-19,E016,INTERNAL,0.6,non_billable,Ops/Admin,68.47
2026-01-19,E016,P007,1.1,non_billable,QA/Testing,68.47
2026-01-20,E016,P009,2.0,non_billable,Documentation,68.47
2026-01-21,E016,P004,2.1,non_billable,Analysis,68.47
2026-01-21,E016,INTERNAL,1.9,non_billable,Implementation,68.47
2026-01-22,E016,P012,2.0,non_billable,Sales/Prospecting,68.47
2026-01-22,E016,INTERNAL,2.0,non_billable,Project Management,68.47
2026-01-23,E016,P009,1.4,non_billable,Documentation,68.47
2026-01-23,E016,INTERNAL,1.3,non_billable,Project Management,68.47
2026-01-23,E016,P006,1.3,non_billable,Implementation,68.47
2026-01-26,E016,P004,2.3,non_billable,Design,68.47
2026-01-27,E016,INTERNAL,2.4,non_billable,Documentation,68.47
2026-01-28,E016,P002,1.2,non_billable,Ops/Admin,68.47
2026-01-28,E016,INTERNAL,2.8,non_billable,QA/Testing,68.47
2026-01-29,E016,P007,1.8,non_billable,Documentation,68.47
2026-01-29,E016,P009,0.9,non_billable,Project Management,68.47
2026-01-29,E016,P006,1.3,non_billable,QA/Testing,68.47
2026-01-30,E016,INTERNAL,2.3,non_billable,Ops/Admin,68.47
2026-02-02,E016,P010,1.2,non_billable,Documentation,68.47
2026-02-02,E016,P006,0.7,non_billable,Client Meeting,68.47
2026-02-02,E016,INTERNAL,1.5,non_billable,Analysis,68.47
2026-02-03,E016,INTERNAL,1.2,non_billable,QA/Testing,68.47
2026-02-03,E016,P011,0.9,non_billable,Design,68.47
2026-02-03,E016,P009,1.9,non_billable,Analysis,68.47
2026-02-04,E016,P002,1.6,non_billable,Ops/Admin,68.47
2026-02-04,E016,P012,1.8,non_billable,Documentation,68.47
2026-02-05,E016,P012,1.4,non_billable,Project Management,68.47
2026-02-05,E016,P004,1.1,billable,Ops/Admin,68.47
2026-02-05,E016,INTERNAL,1.1,non_billable,QA/Testing,68.47
2026-02-06,E016,P006,2.4,non_billable,Client Meeting,68.47
2026-02-09,E016,P009,1.9,non_billable,QA/Testing,68.47
2026-02-09,E016,INTERNAL,2.1,non_billable,Implementation,68.47
2026-02-10,E016,INTERNAL,1.3,non_billable,Research,68.47
2026-02-10,E016,INTERNAL,2.3,non_billable,Implementation,68.47
2026-02-11,E016,INTERNAL,2.9,non_billable,Design,68.47
2026-02-12,E016,INTERNAL,2.0,non_billable,Design,68.47
2026-02-12,E016,INTERNAL,1.0,non_billable,Ops/Admin,68.47
2026-02-12,E016,INTERNAL,1.0,non_billable,Research,68.47
2026-02-16,E016,P002,2.8,non_billable,Ops/Admin,68.47
2026-02-17,E016,INTERNAL,1.2,non_billable,Ops/Admin,68.47
2026-02-17,E016,P011,1.1,non_billable,QA/Testing,68.47
2026-02-17,E016,P010,1.7,non_billable,QA/Testing,68.47
2026-02-18,E016,INTERNAL,1.0,non_billable,Analysis,68.47
2026-02-18,E016,P011,1.5,non_billable,Ops/Admin,68.47
2026-02-18,E016,P012,1.5,non_billable,Design,68.47
2026-02-19,E016,P004,1.3,non_billable,Client Meeting,68.47
2026-02-19,E016,P006,2.5,non_billable,Research,68.47
2026-02-20,E016,INTERNAL,2.8,non_billable,Implementation,68.47
2026-02-23,E016,INTERNAL,1.7,non_billable,Client Meeting,68.47
2026-02-23,E016,INTERNAL,1.1,non_billable,Client Meeting,68.47
2026-02-23,E016,INTERNAL,1.2,non_billable,Client Meeting,68.47
2026-02-24,E016,INTERNAL,1.7,non_billable,Sales/Prospecting,68.47
2026-02-24,E016,P009,0.9,non_billable,QA/Testing,68.47
2026-02-24,E016,P009,1.4,non_billable,Documentation,68.47
2026-02-25,E016,INTERNAL,3.0,non_billable,Ops/Admin,68.47
2026-02-26,E016,P009,1.7,billable,QA/Testing,68.47
2026-02-27,E016,P002,2.1,billable,Implementation,68.47
2026-02-27,E016,P004,0.9,billable,QA/Testing,68.47
2026-02-27,E016,P002,1.0,non_billable,Client Meeting,68.47
2026-03-02,E016,P011,1.1,non_billable,Ops/Admin,68.47
2026-03-02,E016,P006,2.7,billable,Documentation,68.47
2026-03-03,E016,P007,1.6,non_billable,Project Management,68.47
2026-03-03,E016,P012,2.4,non_billable,Design,68.47
2026-03-04,E016,INTERNAL,2.0,non_billable,QA/Testing,68.47
2026-03-05,E016,P006,2.5,non_billable,Documentation,68.47
2026-03-06,E016,INTERNAL,1.0,non_billable,Design,68.47
2026-03-06,E016,INTERNAL,0.8,non_billable,Documentation,68.47
2026-03-06,E016,P009,1.9,non_billable,Project Management,68.47
2026-03-09,E016,P009,1.2,non_billable,Project Management,68.47
2026-03-09,E016,P004,0.8,non_billable,Design,68.47
2026-03-09,E016,INTERNAL,1.8,non_billable,Client Meeting,68.47
2026-03-10,E016,P002,1.2,non_billable,Documentation,68.47
2026-03-10,E016,P007,2.8,billable,Implementation,68.47
2026-03-11,E016,P007,1.4,billable,Client Meeting,68.47
2026-03-11,E016,P009,2.6,non_billable,Documentation,68.47
2026-03-12,E016,INTERNAL,2.6,non_billable,Project Management,68.47
2026-03-13,E016,P002,1.2,non_billable,Design,68.47
2026-03-13,E016,P012,2.8,non_billable,Sales/Prospecting,68.47
2026-03-16,E016,P004,1.7,billable,Client Meeting,68.47
2026-03-16,E016,P012,0.6,non_billable,Ops/Admin,68.47
2026-03-16,E016,INTERNAL,1.0,non_billable,Design,68.47
2026-03-17,E016,INTERNAL,1.6,non_billable,Research,68.47
2026-03-17,E016,P004,2.0,non_billable,Ops/Admin,68.47
2026-03-18,E016,P007,2.1,non_billable,Research,68.47
2026-03-18,E016,INTERNAL,1.9,non_billable,Sales/Prospecting,68.47
2026-03-19,E016,P004,1.8,billable,Analysis,68.47
2026-03-19,E016,P007,2.2,non_billable,Design,68.47
2026-03-20,E016,INTERNAL,2.0,non_billable,Project Management,68.47
2026-03-20,E016,P009,2.0,non_billable,Implementation,68.47
2026-03-23,E016,P011,1.0,non_billable,QA/Testing,68.47
2026-03-23,E016,P002,3.0,non_billable,Ops/Admin,68.47
2026-03-24,E016,P007,1.8,non_billable,Implementation,68.47
2026-03-24,E016,INTERNAL,1.2,non_billable,Client Meeting,68.47
2026-03-24,E016,P004,1.0,non_billable,Ops/Admin,68.47
2026-03-26,E016,INTERNAL,1.8,non_billable,Sales/Prospecting,68.47
2026-03-26,E016,P007,2.2,non_billable,Sales/Prospecting,68.47
2026-03-27,E016,P009,3.0,non_billable,Sales/Prospecting,68.47
2026-03-30,E016,P002,2.0,non_billable,Sales/Prospecting,68.47
2026-03-30,E016,INTERNAL,2.0,non_billable,Documentation,68.47
2026-03-31,E016,P008,1.5,non_billable,Ops/Admin,68.47
2026-03-31,E016,INTERNAL,0.7,non_billable,QA/Testing,68.47
2026-03-31,E016,INTERNAL,1.8,non_billable,Client Meeting,68.47
2025-10-01,E017,P002,2.9,non_billable,Analysis,29.32
2025-10-01,E017,P002,4.7,non_billable,Client Meeting,29.32
2025-10-02,E017,P012,3.7,non_billable,QA/Testing,29.32
2025-10-02,E017,P004,4.0,non_billable,Client Meeting,29.32
2025-10-03,E017,P009,3.9,non_billable,Client Meeting,29.32
2025-10-03,E017,P011,3.4,non_billable,Analysis,29.32
2025-10-07,E017,P009,3.3,billable,Research,29.32
2025-10-07,E017,P011,3.6,non_billable,Design,29.32
2025-10-08,E017,P010,2.5,non_billable,Research,29.32
2025-10-08,E017,INTERNAL,5.5,non_billable,Sales/Prospecting,29.32
2025-10-09,E017,P011,3.3,non_billable,QA/Testing,29.32
2025-10-09,E017,INTERNAL,1.9,non_billable,Ops/Admin,29.32
2025-10-09,E017,INTERNAL,1.9,non_billable,Documentation,29.32
2025-10-10,E017,INTERNAL,2.4,non_billable,Research,29.32
2025-10-10,E017,P009,5.6,non_billable,QA/Testing,29.32
2025-10-13,E017,P010,2.7,non_billable,Implementation,29.32
2025-10-13,E017,P009,2.4,non_billable,Project Management,29.32
2025-10-13,E017,INTERNAL,2.2,non_billable,Research,29.32
2025-10-15,E017,P003,2.1,non_billable,Project Management,29.32
2025-10-15,E017,INTERNAL,5.8,non_billable,Research,29.32
2025-10-16,E017,P009,2.8,billable,Design,29.32
2025-10-16,E017,P006,5.2,non_billable,Documentation,29.32
2025-10-17,E017,INTERNAL,2.4,non_billable,QA/Testing,29.32
2025-10-17,E017,INTERNAL,2.0,non_billable,Client Meeting,29.32
2025-10-17,E017,INTERNAL,2.5,non_billable,Sales/Prospecting,29.32
2025-10-20,E017,P009,2.6,non_billable,Implementation,29.32
2025-10-20,E017,INTERNAL,2.0,non_billable,Design,29.32
2025-10-20,E017,P002,2.9,non_billable,Documentation,29.32
2025-10-21,E017,P011,2.6,billable,Sales/Prospecting,29.32
2025-10-21,E017,P006,4.9,non_billable,Analysis,29.32
2025-10-22,E017,INTERNAL,1.3,non_billable,Client Meeting,29.32
2025-10-22,E017,P006,3.0,non_billable,Sales/Prospecting,29.32
2025-10-23,E017,INTERNAL,2.7,non_billable,Project Management,29.32
2025-10-23,E017,P012,2.7,billable,Sales/Prospecting,29.32
2025-10-23,E017,INTERNAL,2.3,non_billable,Sales/Prospecting,29.32
2025-10-24,E017,INTERNAL,2.8,non_billable,Analysis,29.32
2025-10-24,E017,INTERNAL,4.0,non_billable,Project Management,29.32
2025-10-27,E017,P002,2.6,billable,Implementation,29.32
2025-10-27,E017,INTERNAL,4.4,non_billable,Implementation,29.32
2025-10-28,E017,INTERNAL,2.9,non_billable,Client Meeting,29.32
2025-10-28,E017,INTERNAL,1.6,non_billable,Sales/Prospecting,29.32
2025-10-28,E017,INTERNAL,3.5,non_billable,Research,29.32
2025-10-29,E017,INTERNAL,2.7,non_billable,Sales/Prospecting,29.32
2025-10-29,E017,P009,1.4,non_billable,Research,29.32
2025-10-29,E017,INTERNAL,3.9,non_billable,Research,29.32
2025-10-30,E017,P002,2.8,non_billable,Research,29.32
2025-10-30,E017,P006,5.2,billable,Sales/Prospecting,29.32
2025-10-31,E017,P006,2.1,non_billable,Client Meeting,29.32
2025-10-31,E017,INTERNAL,4.3,non_billable,Sales/Prospecting,29.32
2025-11-03,E017,INTERNAL,4.1,non_billable,Project Management,29.32
2025-11-03,E017,INTERNAL,1.2,non_billable,QA/Testing,29.32
2025-11-03,E017,INTERNAL,2.4,non_billable,Sales/Prospecting,29.32
2025-11-04,E017,P004,4.2,billable,Implementation,29.32
2025-11-04,E017,P002,3.8,billable,Ops/Admin,29.32
2025-11-05,E017,P006,2.6,non_billable,Ops/Admin,29.32
2025-11-05,E017,INTERNAL,5.4,non_billable,Analysis,29.32
2025-11-06,E017,INTERNAL,2.0,non_billable,Analysis,29.32
2025-11-06,E017,INTERNAL,5.8,non_billable,QA/Testing,29.32
2025-11-07,E017,P012,3.0,billable,QA/Testing,29.32
2025-11-07,E017,P011,4.8,non_billable,Design,29.32
2025-11-10,E017,P002,4.2,non_billable,Research,29.32
2025-11-10,E017,P012,3.8,non_billable,Project Management,29.32
2025-11-12,E017,INTERNAL,2.9,non_billable,Ops/Admin,29.32
2025-11-12,E017,INTERNAL,1.9,non_billable,Design,29.32
2025-11-12,E017,INTERNAL,2.9,non_billable,Design,29.32
2025-11-13,E017,INTERNAL,3.9,non_billable,Research,29.32
2025-11-13,E017,INTERNAL,3.7,non_billable,QA/Testing,29.32
2025-11-14,E017,P002,3.6,non_billable,Project Management,29.32
2025-11-14,E017,P002,1.9,non_billable,Analysis,29.32
2025-11-14,E017,INTERNAL,2.5,non_billable,QA/Testing,29.32
2025-11-17,E017,INTERNAL,3.0,non_billable,Design,29.32
2025-11-17,E017,P002,2.8,non_billable,Design,29.32
2025-11-18,E017,P007,1.4,non_billable,Research,29.32
2025-11-18,E017,P001,4.3,non_billable,Ops/Admin,29.32
2025-11-19,E017,P009,2.7,billable,Sales/Prospecting,29.32
2025-11-19,E017,P002,5.3,non_billable,Documentation,29.32
2025-11-20,E017,INTERNAL,3.3,non_billable,Project Management,29.32
2025-11-20,E017,INTERNAL,3.2,non_billable,Documentation,29.32
2025-11-21,E017,INTERNAL,2.1,non_billable,Ops/Admin,29.32
2025-11-21,E017,INTERNAL,5.2,non_billable,Sales/Prospecting,29.32
2025-11-24,E017,INTERNAL,3.7,non_billable,Ops/Admin,29.32
2025-11-24,E017,P007,1.0,non_billable,Documentation,29.32
2025-11-24,E017,P007,2.2,non_billable,Documentation,29.32
